"sales","price","discount_percent","promotion_flag","competitor_price","tv_ad_spend","digital_ad_spend","social_media_spend","search_ads_spend","influencer_spend","email_marketing","seasonality_index","competition_index","economic_sentiment","website_visits","app_downloads"
40934.44,82.07,15.23,1,90.8,492.97,531.48,231.59,365.57,215.16,94.94,1,0.73,102.57,14470.54,1940.14
92494.69,100.5,6.03,0,118.8,1177.35,1259.85,1607.24,986.82,718.1,229.52,1.1,0.81,102.37,13891.38,4241.1
39478.41,92.62,12.53,0,97.7,467.04,610.98,292.14,378.28,226.04,274.57,1.3,0.82,98.37,13083.31,1828.7
30556.91,97.16,5.88,0,76.17,453.75,318.21,187.88,382.02,124.91,50.71,0.75,0.77,78.86,13439.53,5398.48
31037.68,97.63,14.75,0,104.83,519.27,251.79,245.57,311.91,280.87,112.64,0.9,0.8,97.57,17395.38,6266.45
53886.98,81.65,2.01,0,84.72,838.3,803.31,315.6,587.43,322.19,186.05,1,0.75,93.18,26234.15,739.62
29851.6,98.31,3.54,0,87.4,441.05,425.07,276.75,213.34,146.55,168.2,1.1,0.81,105.19,8153.69,6944.69
39508.2,117.19,5.11,0,118.28,664.91,543.42,298.86,321.62,145.89,115.36,1.3,0.66,93.23,23515.09,2376.86
34997.06,93.15,11.28,0,90.04,571.22,315.88,282.17,373.81,225.21,127.74,0.75,0.86,92.83,30529.77,2208.31
27658.05,93.16,3.97,0,91.71,375.75,395.39,179.04,241.43,110.32,158.58,0.9,0.78,86.78,12102.87,3121.92
36298.91,112.36,11.59,0,119.01,499.93,341.1,198.38,836.81,267.08,79.87,1,0.71,88.29,22376.29,935.98
33705.83,105.81,13.69,0,102.94,567.55,454.84,228.14,375.03,130.91,59.08,1.1,1.12,104.55,5503.85,2153.06
45563.14,77.95,4,0,75.47,571.3,536.2,487.56,349.01,455.12,481.16,1.3,0.77,83.46,32543.27,804.66
35061.51,97.64,12.59,0,88.64,516.12,237.24,318.08,354.39,263.37,208.59,0.75,0.69,105.36,13917.52,9872.77
33514,115.85,13.22,0,119.81,477.57,372.14,433.11,186.39,128.4,118.57,0.9,0.79,105.44,11485.63,4689.83
31386.06,112.59,6.22,0,120.01,553.15,289.45,223.48,304.8,153.68,70.25,1,1.15,114.2,38018.74,2451.27
47762.66,99.91,13.1,0,106.68,655.8,691.15,535.45,476.7,273.31,59.59,1.1,1.01,95.67,42655.55,1429.67
43965,103.59,6.55,0,116.21,591.9,530.64,427.46,501.21,581.35,335.65,1.3,0.8,113.47,31607.9,2870.38
42793.21,82.29,10.83,0,69.46,732.16,574.53,284.19,412.87,204.89,103.19,0.75,1.01,101.9,22026.5,5152.91
53371.03,98.48,3.42,0,100.72,970,578.09,630.2,447.04,208.16,67.97,0.9,0.93,101.95,11247.51,4464.77
37084.35,84.72,3.93,0,77.66,446.57,465.46,441.49,230.96,287,156.32,1,0.7,96.44,11354.76,3628.52
46479.81,89.92,10.35,0,96.3,612.01,565.69,592.61,505.73,202.26,210.49,1.1,1.11,108.21,12284.81,2207.16
42057.91,106.29,7.68,0,109.11,501.9,651.62,346.27,377.43,127.74,204.95,1.3,0.9,100.85,29074.65,1492.92
44547.56,82.88,5.63,0,77.61,704.82,586.11,378.17,218.86,329.54,219.54,0.75,0.75,75.32,10854.22,918.67
33236.62,98.09,30.44,1,97.08,333.77,475.91,290.65,257.74,185.34,112.81,0.9,0.64,114.77,22072.67,2694.8
42410.51,100.01,3.37,0,114.13,550.54,561.34,368.84,255.33,417.14,299.53,1,0.7,121.6,49284.17,5333.06
28033.59,95.63,9.87,0,93.41,337.46,325.11,260.06,342.96,149.77,150.38,1.1,0.76,86.69,23499.8,1675.18
42772.82,118.22,11.41,0,105.04,274.74,836.58,378.03,550.18,199.65,209.04,1.3,1.25,97.52,17231.06,3446.87
30990.94,84.03,9.26,0,93.52,257.01,446.93,389.79,149.78,94.88,87.62,0.75,0.82,97.22,15725.45,1270.37
39494.35,102.17,5.49,0,114.43,612.02,418.14,568.66,236.81,228.84,110.57,0.9,1.14,91.24,23707.53,10653.48
39120.49,93.99,2.28,0,91.33,484.23,691.94,313.22,264.65,235.03,333.41,1,1.06,84.39,11275.34,5897.11
35913.44,92.07,4.94,0,107.2,385.94,589.44,489.21,157.1,114.08,148.07,1.1,0.75,96.89,11497.97,3977.23
41451.44,100.44,8.52,0,101.1,506.69,536.45,614.62,298.59,252.34,175.26,1.3,0.91,85.53,9636.39,7020.57
40336.49,84.05,11.65,0,77.43,465.16,607.16,520.19,122.65,141.28,176.65,0.75,0.93,114.75,31722.67,3792.52
46212.28,81.15,2.72,0,80.77,705.31,678.74,482.1,400.69,133.17,136.81,0.9,0.92,85.66,10047.69,2086.16
20937.46,89.53,0.93,0,93.19,266.62,207.72,90.64,200.36,82.02,175.16,1,0.84,93.46,14896.63,2205.37
32684.2,117.22,2.19,0,125.07,504.32,347.69,267.89,385.63,181.6,99.45,1.1,0.98,99.73,21435.62,734.78
37662.46,95.64,12.07,0,100.6,461.75,493.93,390.56,279.91,292.08,127.15,1.3,0.75,114.6,25612.2,2300.54
39690.66,98.85,10.08,0,111.31,441.35,872.79,254.88,333.08,201.7,146.35,0.75,0.94,91.33,21772.28,2622.22
51114.2,92.86,7.13,0,96.48,783.57,774.64,595.45,246.01,257.47,251.5,0.9,0.77,90.7,19079.98,5511.9
42052.1,100.52,9.87,0,106.86,581,559.62,413.04,464.99,248.7,281.46,1,0.97,97.35,7497.58,2964.57
37573.64,84.75,2.16,0,93.83,540.91,427.71,194.38,302,130.46,117.18,1.1,0.81,110.27,15558.59,2654.6
35007.28,109.16,3.24,0,109.87,316.73,736.52,238.79,194.86,65.92,59,1.3,1.46,89.71,15813.21,2117.39
36315.2,101.91,6.22,0,97.56,495.49,609.58,207.25,362.61,343.38,143.29,0.75,0.89,100.56,27824.04,5069.42
30847.13,86.24,9.68,0,86,329.41,331.74,243.03,280.83,281.81,149,0.9,0.8,91.84,12954.63,1026.07
45285.75,95.62,11.26,0,87.67,648.08,705.08,328.67,286.35,342.56,261.41,1,1.06,99.43,18065.36,1372.38
46620.48,103.53,15.47,1,106.02,581.5,714.35,478.35,445.13,200.01,116.13,1.1,0.91,100.5,27418.64,634.06
36658.69,101.58,7.72,0,107.87,528.68,656.28,342.37,104.21,194.43,153.62,1.3,0.72,100.69,14333.27,1540
30505.57,113.49,5.39,0,106.46,530.89,322.7,337.91,144.32,234.62,46.65,0.75,0.83,111.9,10110.75,5238.21
55249.6,88.26,11.5,0,83.98,872.65,421.63,1027.25,260.04,176.42,203.6,0.9,0.83,104.27,6238.3,3051.14
35261.49,108.62,2.23,0,101.39,481.15,444.28,338.13,460.49,247.76,154.9,1,0.68,75.86,11312.18,1422.26
23424.79,107.58,4.51,0,109.38,270.78,101.3,253.43,259.07,129.36,118.58,1.1,0.98,102.44,19576.32,792.1
34023.43,93.17,3.93,0,106.43,528.57,344.33,364.74,258.73,52.27,94.25,1.3,0.7,86.69,21521.85,2025.27
25618.84,84.5,2.15,0,81.94,307.3,334.44,154.63,187.52,143.64,39.5,0.75,0.77,105.79,17083.99,1695.51
34901.06,83.36,5.51,0,80.86,470.88,403.7,185.91,373.04,150.73,155.04,0.9,0.94,108.08,27811.24,3364.93
31234.73,100.36,4.08,0,102.16,537.17,256.84,291.46,299.22,147.96,93.11,1,1.13,109.73,25381.45,5205.01
42165.26,94.19,26,1,88.86,769.82,312.1,357,188.83,118.6,216.94,1.1,0.93,83.05,6988.78,6092.18
57911.15,117.61,5.67,0,130.11,890.17,907.99,613.69,675.07,375.16,153.63,1.3,1.06,97.41,14487.7,1296.01
37980.64,101.3,9.02,0,100.86,583.09,385.98,347.43,418.26,136.64,84.55,0.75,1.13,111.01,7901.21,2712.3
31058.45,90.85,7.14,0,101.45,443.75,430.71,275.28,266.73,320.73,106.31,0.9,0.93,99.77,28944.81,6679.97
31497.9,84,13.35,0,90.18,411.57,379.57,290.6,330.61,210.12,43.8,1,0.84,114.41,5019.21,2713.34
63308.41,88.59,7.12,0,96.29,1054.55,907.67,506.64,627.79,652.93,119.66,1.1,1.15,115.88,14148.86,1850.74
32921.95,98.99,6.49,0,89.7,444.63,321.51,248.42,587.87,189.95,123.63,1.3,0.89,108.81,23208.98,1058.01
46377.12,90,5.26,0,80.25,784.21,578.7,304.69,566.17,210.05,127.46,0.75,0.74,108.13,10618.33,3009.26
42193.57,101.05,5.77,0,103.56,491.97,796.68,228.39,409.5,131.42,128.55,0.9,0.97,96.74,18019.89,799.84
30718.56,91.26,0.95,0,90.46,329.39,466.43,251.11,239.1,217.61,124.38,1,0.88,105.85,5526.82,7887.29
29926.36,93.8,4.34,0,93.12,315.94,470.88,161.29,355.71,220.07,72.75,1.1,0.8,105.65,21476.89,3604.82
47219.2,87.03,2.44,0,88.04,552.37,750,402.19,245.22,288.12,315.35,1.3,0.93,97.97,21135.52,4288.63
29892.02,119.4,4.84,0,138.43,380.21,329.29,294.58,575.83,113.01,110.96,0.75,1.05,93.64,9445.6,4062.24
80104.89,98.87,15.69,1,97.19,1091.53,1410.96,1011.12,685.94,461.53,356.1,0.9,0.75,83.31,31233.89,3705.69
28752.74,97.67,14.02,0,94.82,366.6,244.26,346.69,155.32,221.29,161.13,1,0.85,92.55,14717.92,1370.51
39158.09,77.54,4.12,0,90.09,320.75,567.49,489.36,157.7,264.71,198.79,1.1,0.66,89.44,26788.06,5386.14
75752.53,102.83,16.84,1,106.78,1250.91,959.32,1360.67,565.82,165.29,130.43,1.3,0.73,82.99,20453.22,1732.81
64390.15,84.02,8.24,0,87.38,1163.96,732.76,914.7,282.81,259.33,169.85,0.75,0.75,88.78,29134.39,2041.67
59454.38,85.36,1.17,0,78.5,839.31,671.19,896.47,684.58,296.04,162.07,0.9,0.84,96.39,18045.68,3274.74
48719.6,106.07,16.33,1,114.87,561.15,880.55,293.98,551.41,202.09,195.44,1,0.81,94.33,20454.78,4033.96
52412.46,89.98,6.84,0,100.77,1031.68,641.84,230.6,201.79,250.23,183.06,1.1,0.93,109.01,16131.53,2087.65
65112.68,77.02,24.67,1,83.18,495.42,1183.35,770.34,853.12,438.44,366.27,1.3,0.75,110.25,9486.57,1800.83
50816.11,117.48,5.81,0,109.3,776.48,528.3,399.71,825.49,804.85,122.38,0.75,0.71,86.97,15668.05,965.1
32730.91,71.42,11.81,0,81.81,466.15,484.16,265.95,207.14,147.38,112.88,0.9,0.98,96.59,8359.04,3391.23
28718.72,101.76,17.97,1,101.35,404.52,246.32,194.72,272.06,97.76,132.88,1,1.1,104.83,22379.39,5261.47
49701.15,107.33,4.99,0,126.81,654.68,602.8,625.65,305.61,329.02,79.38,1.1,0.84,112.29,25010.92,2740.06
28970.19,88.07,8.68,0,93.24,371.84,449.01,206.6,162.52,112.72,72.23,1.3,0.89,93.08,43263.83,2962.02
41168.43,100.2,6.36,0,105.67,546.19,633.08,404.98,386.95,239.99,428.42,0.75,0.78,103.17,12477.11,2106.85
30294.59,100.14,10.06,0,119.94,331.91,393.31,248.52,338.99,142.51,101.54,0.9,0.73,96.05,16068.69,1801.78
70167.13,107.64,12.56,0,120.93,1021.39,1406.23,452.27,466.34,291.08,248.25,1,0.76,91,8640.7,8511.63
52415.86,100.68,1.05,0,106.55,735.9,1048.09,395.37,382.8,201.35,345.86,1.1,0.71,102.42,19623.4,1927.55
51022.34,92.25,8.32,0,88.36,605.49,597.11,1009.73,456.98,111.62,270.52,1.3,0.98,110.1,15632.59,706.98
40378.33,106.04,10.35,0,116.25,719.69,494.44,408.3,363.8,173.06,237.6,0.75,1.14,91.18,19159.79,1394.62
31094.08,104.58,4.31,0,113.44,474.73,314.4,209.74,210.67,160.89,123.4,0.9,0.97,103.78,74940.58,1685.42
33375.95,84.9,8.63,0,83.12,521.91,392.09,268.91,205.21,170.42,109.22,1,1.02,111.02,29214.72,1934.5
33316.95,80.3,9.67,0,80.48,438.5,415.91,388.87,217.09,263.57,210.51,1.1,1.13,87.62,11238.12,3555.11
37451.24,96.84,0.54,0,96.63,676.37,320.07,418.35,220.46,323.92,197.54,1.3,1.01,104.83,15271.81,1607.57
38209.85,91.93,14.75,0,82.21,567.97,455.79,512.07,427.8,411.56,222.76,0.75,1.01,93.3,21269.93,1991.44
17807.95,84.4,4.85,0,90.89,248.54,147.6,89.67,137.65,141.51,116.56,0.9,0.94,82.15,17760.27,3714.33
40588.34,95.96,11.59,0,86.89,618.46,502.63,551.64,232.21,268.4,132.42,1,1.09,107.56,29451.68,2576.17
41129.24,81.08,0.88,0,85.02,549.3,449.1,389.24,639.54,263.54,78.59,1.1,0.86,104.16,11933.37,3476.45
41514.93,96.86,11.96,0,87.3,772.54,487.17,492.95,148.72,233.17,73.63,1.3,1.1,89.89,9993.6,2986.1
52021.03,88.14,8.84,0,97.05,753.47,686.89,561.86,439.43,273.73,543.02,0.75,1.01,98.45,19544.56,3703.4
44414.52,106.56,6.82,0,116.09,627.35,687.47,406.66,435.35,273.68,174.18,0.9,0.87,99.94,21536.11,1246.07
51929.18,127.08,11.35,0,150.57,1090.71,567.32,593.87,174.23,206.49,137.68,1,0.79,89.46,9066.79,1195.92
37592.34,85.11,8.69,0,78.96,613.63,253.22,281.45,435.86,156.06,74.4,1.1,0.91,108.71,66237.22,1457.79
31800.32,107.86,6.77,0,118.75,371.92,464.15,406.71,199.44,114.72,77.79,1.3,1.04,91.79,12830.97,3783.31
26196.6,104.89,0.43,0,105.16,326.97,248.18,219.1,349.3,161.83,103.34,0.75,0.64,109.07,35110.66,301.59
57520.46,94.2,5.53,0,97.76,1198.39,402.99,649.31,437.16,402.24,206.31,0.9,0.79,111.33,20994.42,3308.14
23640.72,89.97,5.45,0,88.78,243.62,211.43,171.93,78.81,62.15,43.9,1,0.84,82.49,16091.16,4274.37
38388.67,114.77,7.9,0,121.02,594.95,458.32,433.24,430.24,90.79,147.61,1.1,1.15,101.82,31574.42,1769.22
35956.05,74.68,1.87,0,69.69,499.17,455.38,389.11,269.56,46.01,208.09,1.3,0.71,92.44,91914.85,5926.28
43567.34,87.94,7.98,0,83.46,784.36,206.99,513.08,339.23,598.54,79.65,0.75,0.74,108.91,19509.91,2283.96
46668.72,79.95,4.25,0,87.09,721.78,477.05,589.42,357.94,181.52,697.92,0.9,0.82,106.81,25172.85,2702.82
21954.63,112.32,9.96,0,90.94,292.58,120.15,200.37,176.66,153.25,89.58,1,0.97,103.85,10371.46,3246.64
40713.69,92.85,4.09,0,92.66,820.81,446.86,182.11,307.31,359.37,306.51,1.1,0.94,84.61,23831.56,1253.68
47922.27,89.2,19.14,1,87.81,728.76,597.29,449.43,286.66,189.71,174.47,1.3,1.11,112.58,14502.53,1482.16
39662.2,139.21,9.68,0,150.73,554.17,624.23,460.52,251.05,158.57,241.63,0.75,0.63,98.13,49061.08,676.84
38716.53,94.43,6.92,0,99.7,623.69,415.05,426.37,384.15,135.34,219.96,0.9,0.81,110.27,5997.47,519.49
38276.18,90.07,1.15,0,82.44,517.83,405.89,457.57,200.37,113.57,461.13,1,1.09,97.03,4477.13,3323.19
30095.37,98.48,5.91,0,113.1,365.73,383.69,263.45,306.32,103.23,75.56,1.1,0.74,99.1,25335.63,1496.38
42187.02,78.7,5.4,0,87.35,515.26,548.77,408.76,334.23,142.36,500.4,1.3,0.74,89.87,14479.67,1257.04
41059.64,100.76,7.13,0,115.3,629.83,492.95,289.67,409.65,160.13,150.61,0.75,0.64,84.79,20833.89,1950.72
21640.17,93.91,7.95,0,88.62,277.59,169.27,107.88,167.84,92.65,70.36,0.9,0.67,90.03,35883.57,1095.69
48096.56,100.49,6.4,0,119.38,863.99,648.53,403.92,250.34,362.48,62.3,1,0.64,107.62,23797.7,2214.19
51523.88,84.44,6.98,0,94.85,493.19,870.13,847.06,326.86,375.85,115.67,1.1,0.77,90.98,12526.51,727.46
48460.28,84.03,3.46,0,94.02,749.69,739.38,522.36,293.82,344.06,188.59,1.3,0.83,101.53,7816.85,1330.42
36126.41,87.42,7.03,0,80.94,415.98,506.4,408.02,257.67,156.64,168.83,0.75,1.34,106.71,36967.97,2131.74
36861.8,86.64,9.93,0,87.89,811.24,181.82,252.52,249.67,172.16,91.67,0.9,0.81,81.83,5603.86,2567.08
46396.64,111.03,7.76,0,114.97,552.46,738.85,534.45,379.45,333.37,186.77,1,0.78,86.92,23594.77,1359.54
45613.26,114.82,10.24,0,104.97,852.95,549.96,409.27,357.63,212.6,125.63,1.1,1.03,88.92,22636.93,4729.5
46701.48,93.23,2.72,0,93.57,846.49,554.54,330.81,479.07,530.4,538.29,1.3,0.85,88.94,8282.8,4817.94
35728.56,90.99,6.75,0,98.77,452.68,352.49,626.34,163.03,215.34,79.75,0.75,0.76,112.44,10655.86,5344.75
48158.63,91.32,1.85,0,95.52,828.6,662.31,453.84,359.16,304.53,284.07,0.9,0.81,95.7,10957.14,1733.69
65152.09,95.79,7.09,0,99.61,1162.27,802.03,732.52,346.69,461.29,306.82,1,0.96,112.81,12112.25,2314.82
38384.27,96.11,6.25,0,110.06,503.46,481.99,420.42,553.55,120.41,165.2,1.1,0.72,87.26,27334.88,5180.3
41227.57,98.36,6.93,0,94.45,456.78,745.93,583.5,140.32,239.79,194.34,1.3,0.88,82.52,25676.53,1433.33
33937.66,86.86,5.88,0,94.4,434.05,437.68,308.99,136.47,297.16,122.3,0.75,0.89,104.28,19574.2,6421.79
26090.71,85.82,5,0,95.34,191.52,314.84,214.25,102.09,81.95,113.85,0.9,1.1,107.72,14399.04,2111.03
20964.15,109.68,3.98,0,100.76,314.34,244.66,207.26,193.34,87.46,205.32,1,1.09,84.81,35314.68,1868.13
35518.33,88.95,13.91,0,77.37,406.16,500.96,396.48,241.76,112.56,107.55,1.1,0.96,91.82,42270.3,1760.03
43199.38,98.52,6.53,0,108.52,824.91,422.22,332.97,289.29,418.61,331.25,1.3,0.72,117.4,16475.28,4779.33
37345.24,94.35,11.5,0,94.33,625.81,489.3,283.01,261.8,195.15,130.54,0.75,1.03,94.5,27375.11,1498.93
56602.87,84.68,6.94,0,104.62,952.04,561.04,471.39,585.5,705.82,215,0.9,0.68,102.55,33627.99,4510.62
28294.16,101.98,8.69,0,106.71,275.21,428.8,310.14,130.26,89.53,111.73,1,0.76,96.75,9323.93,2943.17
37066.77,96.99,2.34,0,98.72,546.39,468.52,350.4,280.43,116.52,118.49,1.1,1.03,77.31,32638.47,6024.08
38866.61,112.38,5.28,0,99.8,345.59,743.7,427.05,240.25,100.11,108.9,1.3,0.78,98.53,28291.46,2967.18
38229.84,96.35,7.63,0,92.11,574.37,400.63,383.31,242.83,163.63,187.59,0.75,0.79,82.59,22846.45,1402.59
54661.44,91.29,1.96,0,83.4,946.08,787.25,316.21,406.55,194.69,72.84,0.9,1.02,94.11,17467.15,3107.13
56280.79,98.23,7.56,0,125.84,650.91,675.75,930.52,746.03,517.82,675.91,1,0.66,105.03,28092.8,2936.16
57745,82.4,15.65,1,75.87,891.13,626.3,863.71,437.64,321.33,245.64,1.1,0.89,96,18784.09,1793.89
54472.92,85.93,9.4,0,92.12,938.35,701.38,439.42,430.93,385.77,344.21,1.3,0.81,106.67,8450.36,4197.19
46201.06,101,10.01,0,114.69,725.52,430.83,483.86,810.11,269.18,226.37,0.75,0.66,104.06,33371.36,1232.07
68517.71,91.28,2.61,0,90.72,1563.56,717.14,572.7,528.84,323,426.78,0.9,1.03,93.22,15491.11,1197.05
29726.58,94.25,5.85,0,97.25,195.76,345.6,582.78,66.84,121.11,50.51,1,0.85,112.12,9175.79,2607.21
39309.79,93.7,3.22,0,87.65,704.95,348.9,238.34,394.93,552.03,164.72,1.1,0.87,96.67,50031.12,2096.16
50708.71,87.87,2.19,0,89.58,695.67,880.2,180.18,695.22,287.6,337.32,1.3,0.76,92.02,12096.56,4186.7
33356.73,74.56,2.18,0,73.89,460.98,318.83,336.93,254,429.52,173.87,0.75,0.9,92.15,8998.15,3017.93
51106.37,99.06,1.38,0,95.13,774.61,748.45,465.21,612.94,252.18,186.37,0.9,1.23,111.92,19414.9,1786.06
51116.11,104.09,7.85,0,111.37,957.03,535.73,501.8,314.39,157.53,112.96,1,0.87,110.46,10235.23,4685.03
35577.58,81.39,1.98,0,77.67,670.3,391.02,213.02,290.75,66.58,120.98,1.1,0.85,100.42,7944.89,2355.89
68536.62,113.5,5.18,0,102.31,1205.5,1157.9,434.35,312.5,290.25,69.63,1.3,0.94,104.34,33556.97,2293.27
42297.39,99.49,6.1,0,108.39,359.36,761.92,433.96,323.34,282.97,181.25,0.75,0.83,103.1,6992.83,3699.54
27031.16,111.59,14.37,0,115.68,330.36,436.2,202.75,158.32,233.84,146.68,0.9,0.89,86.68,16477.53,1665.42
42972.8,84.69,4.96,0,75.87,698.12,461.39,553.23,232.67,369.08,174.14,1,1.05,112.97,29318.87,2068.54
30124.5,96.92,0.42,0,93.45,374.93,437.2,164.97,191.27,107.37,200.38,1.1,0.82,119.17,5703.32,3645.65
48200.56,93.87,20.12,1,102.49,552.25,785.5,466,216.18,150.27,147.95,1.3,0.86,98.89,25538.66,1334.91
26598.08,104.18,24.33,1,98.11,336.93,234.28,268.24,216.19,190.6,112.09,0.75,0.86,84.3,15447.99,1591.32
40608.52,88.66,4.23,0,96.21,614.58,383.84,318.44,587.25,381.25,340.63,0.9,1.17,101.13,15955.67,1598.77
41645.97,94.88,6.04,0,94.28,369.87,820.11,493.31,290.77,92.09,184.09,1,0.85,106.38,9560.59,1836.91
53722.21,76.74,2.6,0,69.88,830.39,1026.2,362.82,188.43,224.21,75.47,1.1,1.21,106.7,12676.4,3621.42
43698.95,86.54,13.95,0,91.65,571.15,583.12,661.97,315.56,174.47,175.3,1.3,0.66,109.04,11665.66,1853.96
59776.47,96.44,6.76,0,80.61,862.2,675.52,1098.96,357.28,300.75,218.12,0.75,0.84,109.35,16302.01,3471.33
35533.54,87.28,6.81,0,84.54,299.87,568.09,476.68,169.43,157.53,94.25,0.9,0.69,105.56,11005.51,1004.73
43836.76,94.5,15.71,1,95.73,474.94,276.25,577.36,608.51,226.67,161.55,1,0.88,108.2,19350.97,4471.03
53281.69,89.81,6.82,0,93.47,960.03,652.42,364.5,332.17,606.87,368.76,1.1,0.84,93.3,8875.33,774.51
27836.3,102.18,9.81,0,106.39,235.14,319.82,243.67,425.29,171.18,117.88,1.3,0.71,102.91,6809.88,1575.17
30176.92,109.3,8.61,0,112.51,422.28,360.15,117.19,173.42,328.08,65.18,0.75,1.04,100.59,22456,7056.07
37152.36,86.07,5.78,0,98.08,462.84,371.69,426.79,292.5,150.91,285.82,0.9,1,105,18716.18,1906.71
33143.99,91.56,1.74,0,107.13,345.55,507.7,225.95,268.66,265.22,386.7,1,0.98,102.32,10892.88,2273.77
34811.55,112.92,0.25,0,133.35,416.25,448.19,349.72,240.4,349.25,235.61,1.1,0.75,107.58,34274.57,4322.37
65423.46,72.97,2.88,0,67.01,899.35,890.26,809.53,477.64,976.14,443,1.3,0.85,119.74,28158.93,1798.1
28337.29,91.42,3.46,0,87.43,312.47,449.65,302.75,128.6,154.27,78.98,0.75,0.79,87.74,24043.92,2830.98
31486.46,121.71,8.36,0,112.25,538.38,199.58,506.4,157.65,173.17,58.23,0.9,0.96,67.94,32234.62,6922.33
32595.24,123.61,5,0,121.93,397.89,334.83,351.15,252.11,78.84,120.71,1,0.66,92.53,39579.63,711.8
49321.86,96.8,11.52,0,101.18,725.01,561.2,616.48,431.28,383.75,134.41,1.1,0.87,127.9,13112.3,3966.28
47673.05,85.65,4.65,0,88.68,716.26,595.93,447.85,425.42,761.28,317.67,1.3,0.84,95.22,19526.71,4801.45
32088.92,96.91,2.93,0,97.03,405.36,457.82,250.45,215.21,119.72,174.24,0.75,1.07,99.27,18458.32,1638.08
35905.69,87.84,8.98,0,88.49,351.33,491.62,538.64,201.99,69.35,157.44,0.9,0.76,107.29,14406.26,2891.07
31451.28,113.09,11.07,0,111.56,516.83,277.4,246.34,167.36,270.92,186.62,1,0.94,109.54,16468.42,1849.85
23037.21,86.24,0.94,0,82.11,257.03,265.97,177.2,141.6,84.58,80.72,1.1,0.66,95.82,11072.09,1949.18
37680.42,99.35,11.5,0,95.56,599.94,279.29,358.81,268.76,97.35,241,1.3,0.82,108.24,15357.77,1514.53
26355.73,102.34,8.45,0,97.68,364.36,189.09,210.54,279.27,137.07,327.22,0.75,0.88,92.56,13065.17,1891.66
24314.62,86.75,3.95,0,84.96,204.76,184.84,478.95,118.89,35.79,84.28,0.9,0.95,112.4,28029.56,1826.34
27800.63,105.22,2.99,0,96,359.52,436.03,206.83,240.11,147.02,336.02,1,0.99,94.95,3513.31,1350.12
36928.61,86.85,0.97,0,97.76,486.1,316.25,495.33,273.75,179.14,130.11,1.1,0.95,98.14,25426.08,2523.48
50642.76,102.46,7.47,0,122.17,655.51,568.14,497.89,1080.53,239.37,476.5,1.3,1.09,78.52,9034.8,3157.9
36398.65,108.36,3.29,0,99.54,835.58,257.38,291.59,143.58,318.03,159.19,0.75,0.88,92.66,14049.63,5090.65
37407.55,84.37,2.41,0,95.16,525.03,546.16,266.34,247.4,212.13,168.91,0.9,1.01,82.77,14585.72,2618.6
31021.48,108.51,6.21,0,111.69,536.67,206.59,243.42,232.83,329.66,96.01,1,0.95,122.89,67246.08,2940.2
53614.24,89.58,4.97,0,91.57,956.75,583.59,716.16,380.04,688.95,146.85,1.1,0.8,83.9,11486.6,1928.11
32388.19,98.42,11.81,0,100.85,416.66,354.09,323.53,201.08,157.63,109.42,1.3,0.87,81.66,12049.03,1248.69
37965.5,97.33,5.5,0,102.97,613.32,374.29,246.2,333.39,294.92,198.38,0.75,0.7,75.29,24795.76,1148.76
41130.2,90.25,9.99,0,92.82,564.57,453.63,345.88,403.1,309.87,132.67,0.9,0.88,110.99,18447.53,3057.49
36408.6,98.11,9.38,0,93.41,464.28,436.76,384.89,319.35,236.02,348.58,1,0.73,94.71,6876.99,573.89
24173.79,81.96,7.87,0,84.53,320.43,243.44,246.93,102.27,81.87,150.43,1.1,1.05,96.34,10679.6,845.86
41321.11,93.46,7.5,0,102.24,516.66,348.82,558.05,521,405.98,258.45,1.3,0.72,106.86,5600.83,7367.08
69083.54,104.9,0.61,0,104.99,1370.23,802.59,876.08,535.83,188.99,183.37,0.75,0.99,95.71,21750.82,4341.59
60594.31,73.18,10.08,0,67.68,952.27,602.86,697.77,466.53,479.71,364.89,0.9,1.04,101.62,33842,793.32
26837.86,79.47,5.74,0,71.02,313.19,238.2,166.41,247.46,126.58,85.56,1,0.94,108.77,14349.94,3282.63
30652.98,82.64,5.18,0,88.59,248.7,409.7,279.48,219.7,157.64,230.14,1.1,0.8,120.18,10793.32,1934.92
35947.23,78.51,2.09,0,79.67,421.68,466.55,331.43,303.14,179.97,123.6,1.3,0.66,108.48,8057.06,2018.74
37681.32,99.91,3.31,0,97.18,494.55,367.79,612.46,287.45,215.68,139.53,0.75,0.83,101.46,35219.08,1063.19
54808.86,84.33,17.38,1,87.58,882.4,655.4,252.01,398.22,384.38,168.66,0.9,1.18,108.45,12387.49,4167.79
26996.58,73.27,11.3,0,70.69,406.99,250.86,177.38,105.92,121.01,112.76,1,1.21,101.5,15045.64,4638.07
43295.33,88,2.62,0,89.17,461.82,786.48,281.58,332.25,170.63,735.67,1.1,1.07,96.41,7970.03,3240.13
51519.05,90.65,8.07,0,94.6,502.8,921.23,484.14,852.48,241.12,195,1.3,0.91,98.25,16372.16,3169.56
51337.77,105.29,3.23,0,91.23,1222.25,443.49,267.1,437.81,215.93,225.11,0.75,0.73,97.84,5481.78,3381.77
52086.17,83.21,9.35,0,78.45,842.67,684.66,469.78,340.3,150.79,255.79,0.9,1.13,121.43,23681.91,3959.53
36431.24,109.21,19.81,1,100.21,524.21,393.7,339.31,391.13,136.91,148.78,1,0.69,114.66,7710.82,5574.58
