"UserID","ProductsViewed","TimeSpentMinutes","PastPurchases","PagesVisited","LoginFrequency","AbandonedCartCount","DeviceType","PreferredContentCategory","SubscriptionPlan","UserOrigin","FeedbackGiven","PAM_Cluster","KMeans_Cluster","KModes_Cluster"
2313,18,60,121,59,11,2,"Mobile","HomeGoods","Free","Referral","No","2","2","1"
2469,19,49,111,55,16,0,"Desktop","Books","Premium","Organic","Yes","3","2","2"
1260,18,73,555,91,26,0,"Desktop","Gaming","Premium","Organic","No","3","4","4"
798,24,56,133,34,15,2,"Mobile","Gaming","Free","Social_Media","No","2","2","1"
643,8,14,3,13,2,0,"Mobile","Apparel","Free","Organic","No","2","1","1"
1937,15,42,74,54,6,2,"Tablet","Apparel","Free","Referral","Yes","4","2","3"
3932,3,18,4,26,3,0,"Mobile","Gaming","Free","Organic","Yes","4","1","4"
650,31,53,292,115,23,0,"Mobile","HomeGoods","Basic","Organic","Yes","4","4","2"
786,26,40,107,65,14,2,"Mobile","Apparel","Premium","Social_Media","No","2","2","3"
327,1,17,0,25,3,0,"Mobile","Electronics","Premium","Organic","Yes","3","1","4"
3519,32,32,476,75,30,0,"Mobile","Books","Premium","Paid_Ad","Yes","3","4","1"
3837,24,57,91,44,17,2,"Desktop","HomeGoods","Premium","Organic","Yes","3","2","2"
2725,12,25,0,17,2,2,"Mobile","Books","Premium","Paid_Ad","Yes","4","1","4"
2122,38,73,340,108,31,0,"Desktop","Books","Basic","Social_Media","No","1","4","2"
809,40,50,773,132,28,0,"Desktop","Books","Basic","Referral","Yes","1","4","2"
2976,27,41,176,56,21,2,"Desktop","Apparel","Free","Organic","No","1","2","2"
3360,34,67,505,110,27,1,"Desktop","HomeGoods","Free","Referral","No","2","4","1"
320,3,5,4,21,4,0,"Mobile","Books","Basic","Paid_Ad","No","1","1","1"
2874,63,95,10,159,12,5,"Mobile","Books","Free","Paid_Ad","No","2","3","1"
1901,29,44,35,52,17,2,"Desktop","Electronics","Basic","Paid_Ad","Yes","3","2","2"
1786,55,105,16,165,11,3,"Desktop","HomeGoods","Premium","Organic","Yes","3","3","4"
3877,45,111,10,125,7,6,"Desktop","Apparel","Basic","Paid_Ad","No","1","3","2"
1055,29,49,552,121,18,0,"Desktop","Gaming","Basic","Organic","No","1","4","2"
1777,56,80,22,93,7,3,"Mobile","Electronics","Free","Organic","Yes","3","3","4"
3492,39,119,9,173,12,10,"Mobile","HomeGoods","Free","Paid_Ad","No","2","3","1"
2928,6,11,0,11,2,0,"Desktop","Apparel","Free","Paid_Ad","Yes","2","1","2"
2216,51,148,20,215,8,3,"Desktop","Electronics","Premium","Organic","No","3","3","4"
3847,17,60,51,57,29,0,"Desktop","Apparel","Free","Paid_Ad","No","2","2","1"
104,8,11,2,16,1,0,"Mobile","Gaming","Basic","Referral","No","4","1","4"
3657,16,40,104,76,12,4,"Mobile","HomeGoods","Free","Paid_Ad","No","2","2","1"
2483,14,18,0,22,4,0,"Tablet","Electronics","Premium","Organic","Yes","3","1","3"
1266,31,108,13,148,11,6,"Desktop","Gaming","Premium","Organic","Yes","3","3","4"
2840,7,11,0,29,2,0,"Desktop","HomeGoods","Free","Referral","Yes","4","1","2"
1592,12,5,3,17,4,0,"Mobile","Books","Basic","Organic","No","1","1","1"
3743,6,11,3,29,2,0,"Mobile","HomeGoods","Basic","Referral","No","4","1","1"
736,25,42,157,70,18,2,"Desktop","Books","Free","Paid_Ad","No","1","2","1"
1365,60,81,20,104,5,7,"Desktop","HomeGoods","Free","Organic","Yes","3","3","2"
1330,30,59,332,94,23,0,"Tablet","Electronics","Premium","Paid_Ad","Yes","3","4","3"
1741,10,94,8,177,8,6,"Mobile","HomeGoods","Premium","Organic","No","1","3","4"
1052,7,20,1,18,2,2,"Desktop","Electronics","Basic","Organic","Yes","3","1","2"
849,57,90,21,168,11,7,"Desktop","Books","Premium","Organic","No","1","3","2"
3457,58,80,3,123,7,6,"Tablet","Gaming","Free","Referral","Yes","4","3","4"
978,49,153,13,159,10,4,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","3","4"
42,24,54,143,57,15,4,"Desktop","Electronics","Basic","Referral","No","1","2","2"
1691,39,64,172,63,14,4,"Desktop","Books","Basic","Referral","No","1","2","2"
1781,47,113,6,112,6,7,"Mobile","Gaming","Premium","Organic","Yes","3","3","4"
3048,24,42,356,49,11,1,"Mobile","Gaming","Free","Organic","Yes","2","2","4"
346,27,54,120,53,11,2,"Desktop","Books","Free","Social_Media","No","1","2","1"
2707,10,11,3,25,2,1,"Desktop","Apparel","Premium","Organic","Yes","3","1","2"
2915,12,25,1,26,2,1,"Mobile","HomeGoods","Free","Referral","Yes","4","1","4"
981,28,45,114,66,15,3,"Desktop","HomeGoods","Premium","Paid_Ad","No","3","2","1"
1685,29,59,80,80,12,2,"Tablet","Books","Premium","Organic","Yes","3","2","4"
2280,88,108,11,146,4,7,"Desktop","Apparel","Free","Referral","No","2","3","1"
3112,50,73,18,194,10,5,"Desktop","HomeGoods","Basic","Referral","No","1","3","2"
2332,82,130,4,106,9,4,"Mobile","Books","Free","Paid_Ad","No","2","3","1"
43,17,47,143,73,13,2,"Mobile","HomeGoods","Free","Paid_Ad","Yes","2","2","1"
1527,44,128,32,115,5,6,"Desktop","Books","Basic","Organic","Yes","1","3","2"
1586,27,30,476,91,30,0,"Tablet","Apparel","Basic","Organic","Yes","3","4","3"
3279,24,74,657,102,39,0,"Mobile","Books","Basic","Paid_Ad","No","2","4","1"
1520,62,99,12,142,9,4,"Mobile","HomeGoods","Free","Organic","Yes","4","3","4"
2739,32,63,534,82,20,0,"Tablet","Books","Premium","Paid_Ad","Yes","3","4","3"
1051,18,53,539,130,34,1,"Desktop","Electronics","Premium","Organic","Yes","3","4","4"
1267,34,76,501,80,33,0,"Mobile","HomeGoods","Free","Referral","No","2","4","1"
706,39,72,490,110,8,0,"Desktop","Electronics","Premium","Referral","No","3","4","4"
3347,21,30,92,84,7,1,"Desktop","Apparel","Free","Organic","No","1","2","1"
3156,55,105,1,148,6,2,"Desktop","Books","Basic","Paid_Ad","No","1","3","1"
2461,57,120,5,138,10,4,"Mobile","Electronics","Premium","Social_Media","Yes","3","3","3"
2291,35,93,22,180,12,5,"Desktop","Gaming","Basic","Paid_Ad","Yes","1","3","2"
3120,34,41,716,96,18,1,"Tablet","Books","Free","Organic","Yes","3","4","2"
1946,12,10,1,25,2,1,"Tablet","HomeGoods","Basic","Paid_Ad","Yes","4","1","2"
938,10,19,2,13,3,1,"Desktop","Electronics","Premium","Referral","Yes","3","1","3"
850,56,117,3,98,5,2,"Mobile","Apparel","Basic","Referral","No","2","3","1"
252,60,70,10,199,12,2,"Desktop","Books","Premium","Organic","No","1","3","2"
2155,19,30,96,67,13,2,"Tablet","Books","Basic","Paid_Ad","Yes","1","2","2"
1619,13,41,141,55,14,2,"Tablet","Electronics","Basic","Referral","No","1","2","3"
2509,6,6,2,17,2,1,"Desktop","Apparel","Premium","Paid_Ad","Yes","3","1","3"
1831,7,17,0,33,1,1,"Desktop","Electronics","Basic","Referral","No","1","1","2"
2682,27,46,130,60,16,1,"Mobile","Books","Premium","Social_Media","Yes","3","2","4"
1323,4,11,3,13,3,1,"Mobile","Gaming","Premium","Referral","No","4","1","4"
162,38,41,153,94,16,2,"Mobile","HomeGoods","Basic","Social_Media","No","4","2","1"
2361,20,44,483,96,25,1,"Mobile","HomeGoods","Premium","Referral","Yes","4","4","4"
749,26,71,462,81,23,0,"Mobile","Gaming","Premium","Organic","No","2","4","4"
1422,39,74,552,86,28,1,"Tablet","Apparel","Free","Referral","Yes","2","4","3"
872,59,114,1,136,3,6,"Mobile","Gaming","Free","Social_Media","No","2","3","1"
2678,5,14,4,25,2,2,"Mobile","Apparel","Premium","Social_Media","No","2","1","3"
13,23,80,540,86,26,0,"Desktop","Gaming","Premium","Organic","No","3","4","4"
800,10,30,156,46,15,2,"Desktop","HomeGoods","Basic","Referral","Yes","4","2","2"
2793,33,72,477,49,28,0,"Mobile","Apparel","Free","Organic","Yes","2","4","4"
661,2,12,0,18,4,1,"Desktop","Gaming","Premium","Paid_Ad","No","1","1","4"
3192,25,78,394,121,35,0,"Mobile","Books","Free","Referral","No","2","4","1"
1273,21,50,186,62,8,2,"Mobile","Books","Free","Social_Media","No","2","2","1"
1431,4,14,3,20,3,2,"Mobile","Apparel","Free","Paid_Ad","No","2","1","1"
2205,40,104,1,181,5,6,"Desktop","Electronics","Free","Organic","Yes","3","3","2"
2847,48,59,555,160,29,0,"Desktop","Apparel","Basic","Referral","Yes","4","4","2"
446,24,49,651,156,18,0,"Mobile","Apparel","Premium","Paid_Ad","No","2","4","1"
785,8,16,5,30,3,0,"Desktop","Books","Premium","Organic","Yes","3","1","2"
300,10,16,1,41,2,0,"Desktop","Electronics","Premium","Paid_Ad","Yes","3","1","3"
616,9,6,4,21,2,0,"Desktop","Books","Free","Social_Media","No","1","1","1"
2326,26,119,0,196,12,5,"Desktop","Gaming","Free","Social_Media","Yes","3","3","4"
2602,33,70,392,91,17,0,"Desktop","HomeGoods","Free","Paid_Ad","Yes","2","4","1"
2004,31,44,744,125,19,1,"Desktop","Apparel","Premium","Referral","Yes","3","4","3"
2789,4,10,3,19,2,2,"Mobile","Books","Premium","Organic","No","1","1","4"
1232,17,45,97,73,6,4,"Mobile","Apparel","Free","Referral","No","2","2","1"
1234,39,42,701,99,37,1,"Desktop","Electronics","Basic","Organic","Yes","3","4","2"
2140,30,71,578,45,34,0,"Mobile","Books","Basic","Organic","No","1","4","1"
2086,26,38,543,145,35,1,"Desktop","HomeGoods","Free","Paid_Ad","Yes","2","4","1"
3116,10,15,6,27,3,1,"Desktop","Gaming","Premium","Referral","Yes","3","1","4"
3488,6,19,4,27,2,2,"Tablet","Books","Basic","Organic","No","1","1","2"
2955,37,42,159,50,12,2,"Mobile","Gaming","Free","Organic","Yes","3","2","4"
175,25,66,515,78,23,1,"Desktop","Electronics","Premium","Referral","No","3","4","2"
611,32,46,373,56,28,0,"Desktop","Electronics","Premium","Paid_Ad","Yes","3","4","2"
1738,13,18,0,32,4,0,"Desktop","Books","Basic","Social_Media","Yes","1","1","2"
3727,20,41,170,79,17,1,"Tablet","Electronics","Basic","Paid_Ad","No","2","2","1"
2189,19,42,112,38,14,1,"Mobile","HomeGoods","Free","Referral","No","2","2","1"
2695,38,72,425,92,8,0,"Mobile","Apparel","Free","Referral","No","2","4","1"
2711,8,13,3,7,3,1,"Tablet","Apparel","Free","Referral","No","2","1","3"
3335,6,9,3,8,4,1,"Mobile","Electronics","Premium","Organic","Yes","3","1","4"
2081,51,22,22,139,9,4,"Desktop","Apparel","Premium","Referral","Yes","3","3","3"
2622,54,105,0,131,10,1,"Desktop","Gaming","Free","Social_Media","No","2","3","1"
1069,9,24,5,24,2,2,"Mobile","Books","Basic","Referral","No","4","1","1"
1990,28,62,122,59,21,2,"Mobile","Electronics","Free","Paid_Ad","No","2","2","1"
3426,69,82,9,98,5,6,"Tablet","Books","Basic","Organic","Yes","1","3","2"
112,22,33,148,80,7,2,"Desktop","Books","Free","Organic","No","1","2","2"
2926,55,90,3,141,10,3,"Desktop","HomeGoods","Premium","Referral","Yes","3","3","2"
2869,36,98,23,137,6,4,"Desktop","HomeGoods","Basic","Paid_Ad","Yes","4","3","2"
711,32,63,577,134,29,0,"Mobile","HomeGoods","Premium","Social_Media","Yes","4","4","4"
290,26,42,497,88,33,0,"Mobile","Books","Basic","Organic","Yes","1","4","2"
466,29,47,124,76,13,1,"Mobile","Apparel","Free","Paid_Ad","Yes","2","2","1"
3138,37,114,14,108,8,3,"Mobile","HomeGoods","Free","Organic","No","2","3","1"
3563,31,35,126,41,7,1,"Mobile","HomeGoods","Basic","Referral","No","4","2","1"
3760,55,96,15,115,5,4,"Desktop","Electronics","Premium","Paid_Ad","No","3","3","1"
3330,28,51,401,143,30,0,"Desktop","Gaming","Premium","Referral","No","3","4","4"
1930,9,12,0,14,1,0,"Mobile","Electronics","Basic","Organic","Yes","4","1","4"
386,7,16,1,10,2,2,"Desktop","Electronics","Basic","Referral","Yes","4","1","2"
101,20,71,305,115,25,0,"Desktop","Books","Free","Organic","No","1","4","1"
1391,9,16,0,18,3,1,"Tablet","Electronics","Premium","Social_Media","No","3","1","3"
2902,29,46,201,69,21,0,"Mobile","Gaming","Basic","Organic","Yes","4","2","4"
2804,44,122,5,142,9,4,"Tablet","Books","Basic","Referral","Yes","4","3","2"
2116,36,130,7,165,8,2,"Tablet","Gaming","Free","Organic","No","1","3","4"
2767,43,62,718,82,15,1,"Desktop","Books","Free","Organic","No","1","4","1"
926,27,49,561,128,23,0,"Mobile","Books","Free","Organic","No","2","4","1"
196,23,61,76,89,7,1,"Mobile","HomeGoods","Premium","Paid_Ad","No","2","2","1"
1981,6,19,2,31,4,1,"Mobile","Gaming","Basic","Paid_Ad","Yes","4","1","4"
856,28,52,113,76,10,2,"Desktop","HomeGoods","Basic","Social_Media","Yes","4","2","2"
258,30,44,155,65,19,2,"Mobile","HomeGoods","Free","Paid_Ad","No","2","2","1"
845,28,51,588,108,23,0,"Mobile","HomeGoods","Basic","Referral","Yes","4","4","2"
2930,31,39,404,124,31,1,"Desktop","Books","Basic","Paid_Ad","Yes","1","4","2"
2501,1,13,7,24,2,2,"Tablet","Electronics","Basic","Paid_Ad","No","1","1","1"
2819,13,48,81,59,14,2,"Tablet","Electronics","Premium","Organic","Yes","3","2","3"
2343,6,12,6,12,3,2,"Mobile","Books","Free","Referral","No","2","1","1"
2936,19,43,71,80,15,2,"Desktop","Books","Free","Organic","Yes","1","2","2"
184,17,40,151,75,18,2,"Tablet","Apparel","Basic","Organic","No","1","2","3"
635,39,105,12,191,7,6,"Mobile","Books","Free","Organic","Yes","1","3","4"
3283,23,46,130,63,13,0,"Desktop","Electronics","Free","Organic","No","3","2","2"
317,9,21,1,20,3,0,"Mobile","HomeGoods","Premium","Paid_Ad","No","4","1","1"
3860,11,13,3,9,1,0,"Mobile","Books","Free","Paid_Ad","No","2","1","1"
1357,58,68,16,105,8,1,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","2","4"
1970,36,68,502,117,14,0,"Mobile","HomeGoods","Free","Paid_Ad","No","2","4","1"
1918,31,74,861,94,24,0,"Desktop","Books","Premium","Social_Media","No","1","4","3"
2649,36,58,440,129,31,1,"Desktop","HomeGoods","Free","Organic","No","1","4","1"
2839,24,83,854,88,34,0,"Mobile","Apparel","Basic","Social_Media","No","2","4","3"
2748,36,65,0,73,6,4,"Desktop","HomeGoods","Premium","Organic","Yes","3","2","4"
1289,26,42,101,81,11,2,"Mobile","Electronics","Premium","Referral","No","3","2","1"
3958,19,47,43,59,19,2,"Desktop","Electronics","Basic","Paid_Ad","No","1","2","1"
566,31,83,464,98,24,1,"Desktop","Books","Basic","Social_Media","Yes","1","4","2"
1661,10,14,2,22,4,3,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","1","2"
2603,29,50,129,70,15,1,"Desktop","HomeGoods","Free","Social_Media","No","2","2","1"
1504,56,65,6,196,8,9,"Mobile","Gaming","Premium","Organic","Yes","3","3","4"
1770,5,20,4,31,1,2,"Desktop","Electronics","Premium","Paid_Ad","Yes","3","1","3"
1603,24,52,107,67,18,4,"Desktop","Books","Basic","Social_Media","No","1","2","2"
1644,12,21,2,28,3,2,"Desktop","Electronics","Premium","Organic","Yes","3","1","2"
1113,29,45,154,59,9,2,"Mobile","Electronics","Basic","Social_Media","Yes","4","2","3"
457,9,12,3,36,4,0,"Desktop","Electronics","Basic","Paid_Ad","Yes","3","1","2"
3147,25,37,101,26,19,2,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","2","1"
2795,1,18,3,20,1,3,"Desktop","Apparel","Premium","Paid_Ad","No","2","1","3"
1277,37,58,582,95,41,0,"Desktop","HomeGoods","Basic","Referral","Yes","4","4","2"
2042,33,130,17,146,6,6,"Mobile","Apparel","Free","Referral","No","2","3","1"
3996,51,91,9,132,13,3,"Mobile","Books","Basic","Organic","No","1","3","2"
808,25,52,31,55,16,1,"Mobile","Books","Basic","Paid_Ad","No","1","2","1"
354,35,58,14,129,15,6,"Mobile","Gaming","Premium","Organic","Yes","3","3","4"
76,55,78,21,142,12,5,"Desktop","Apparel","Free","Paid_Ad","No","2","3","1"
377,6,13,4,27,3,1,"Mobile","Books","Basic","Social_Media","No","1","1","1"
742,60,92,12,141,12,6,"Mobile","Electronics","Premium","Paid_Ad","No","2","3","1"
1980,63,71,0,105,6,10,"Mobile","HomeGoods","Premium","Organic","Yes","3","3","4"
1510,10,66,358,95,40,0,"Desktop","Books","Free","Social_Media","No","1","4","1"
2452,32,45,93,80,16,2,"Desktop","HomeGoods","Basic","Paid_Ad","Yes","4","2","2"
2203,11,9,4,14,4,2,"Desktop","Gaming","Free","Referral","No","1","1","1"
459,59,123,14,265,10,5,"Desktop","Electronics","Basic","Referral","Yes","3","3","2"
3873,23,33,80,74,13,1,"Desktop","HomeGoods","Free","Paid_Ad","Yes","3","2","1"
3077,34,76,461,112,21,0,"Mobile","Gaming","Free","Paid_Ad","No","2","4","1"
349,42,108,6,143,7,4,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","3","2"
3530,8,22,1,16,2,1,"Desktop","HomeGoods","Basic","Organic","No","1","1","2"
3362,14,50,138,85,21,2,"Mobile","Electronics","Premium","Social_Media","Yes","3","2","4"
2642,5,18,1,14,2,2,"Mobile","Apparel","Premium","Social_Media","Yes","4","1","3"
491,7,14,1,12,1,1,"Desktop","Books","Free","Paid_Ad","No","1","1","1"
1825,34,40,580,108,20,0,"Mobile","HomeGoods","Premium","Referral","Yes","4","4","4"
3184,30,38,82,95,7,1,"Mobile","HomeGoods","Free","Paid_Ad","Yes","2","2","1"
1004,10,19,4,15,3,2,"Tablet","Books","Basic","Paid_Ad","Yes","4","1","2"
452,18,52,103,69,20,2,"Desktop","Books","Free","Paid_Ad","No","1","2","1"
249,8,13,1,14,3,0,"Desktop","Electronics","Premium","Paid_Ad","No","3","1","1"
3737,7,10,1,8,4,0,"Mobile","Gaming","Free","Paid_Ad","No","2","1","1"
475,16,35,236,86,32,1,"Mobile","HomeGoods","Free","Paid_Ad","Yes","2","4","1"
848,46,101,11,158,12,3,"Mobile","Apparel","Basic","Organic","No","1","3","4"
1760,10,15,0,19,2,1,"Mobile","Books","Premium","Organic","Yes","3","1","4"
199,29,130,21,162,6,1,"Mobile","Apparel","Basic","Organic","No","1","3","1"
1932,19,29,123,90,17,2,"Desktop","Gaming","Basic","Organic","Yes","3","2","2"
3639,29,90,391,34,29,0,"Mobile","Apparel","Free","Social_Media","No","2","4","1"
107,5,14,2,24,3,1,"Tablet","Gaming","Basic","Organic","Yes","4","1","4"
3006,34,51,530,139,25,0,"Mobile","Electronics","Free","Referral","No","2","4","1"
886,10,20,3,23,3,3,"Desktop","HomeGoods","Basic","Referral","Yes","4","1","2"
1532,30,68,394,94,25,0,"Desktop","Books","Premium","Paid_Ad","Yes","3","4","2"
2661,55,79,6,172,4,7,"Desktop","Electronics","Premium","Referral","Yes","3","3","4"
882,7,10,4,17,2,0,"Desktop","Electronics","Premium","Social_Media","No","3","1","3"
2096,45,65,697,90,33,1,"Mobile","Apparel","Premium","Organic","No","2","4","4"
836,34,55,502,125,27,0,"Desktop","Electronics","Basic","Referral","Yes","3","4","2"
233,36,80,319,105,38,0,"Desktop","Gaming","Basic","Paid_Ad","No","1","4","1"
3534,38,85,533,127,31,1,"Desktop","Electronics","Premium","Organic","Yes","3","4","4"
1547,52,98,16,143,8,3,"Mobile","Apparel","Basic","Social_Media","Yes","4","3","3"
1382,17,23,103,91,19,1,"Desktop","Books","Free","Organic","No","1","2","1"
3967,56,94,14,183,13,2,"Mobile","Books","Basic","Organic","No","1","3","2"
1486,62,154,6,187,7,3,"Desktop","Gaming","Free","Organic","No","1","3","2"
1259,15,18,2,10,3,2,"Desktop","Books","Free","Referral","No","1","1","1"
1690,8,11,3,30,5,2,"Desktop","Books","Premium","Paid_Ad","Yes","3","1","2"
596,9,17,3,7,4,0,"Mobile","Apparel","Free","Referral","No","2","1","1"
1347,24,47,132,52,2,3,"Tablet","Electronics","Free","Organic","No","3","2","1"
2664,48,118,0,180,5,5,"Tablet","Books","Basic","Organic","Yes","1","3","2"
680,23,51,89,76,19,2,"Desktop","Electronics","Basic","Social_Media","Yes","3","2","2"
853,10,9,1,18,3,1,"Desktop","HomeGoods","Basic","Organic","Yes","4","1","2"
2841,22,34,120,69,13,1,"Mobile","Apparel","Premium","Referral","No","2","2","1"
3444,24,36,781,39,33,1,"Mobile","Gaming","Free","Paid_Ad","No","2","4","1"
2221,21,52,181,56,11,1,"Desktop","HomeGoods","Basic","Referral","No","1","2","2"
563,8,24,2,7,3,1,"Mobile","Gaming","Premium","Referral","No","4","1","4"
1389,62,126,8,145,14,5,"Desktop","Books","Free","Social_Media","No","1","3","1"
3656,32,53,384,80,24,0,"Mobile","HomeGoods","Free","Paid_Ad","Yes","2","4","1"
1210,25,79,753,70,6,0,"Mobile","Gaming","Free","Organic","Yes","2","4","4"
2037,34,67,652,116,16,0,"Mobile","HomeGoods","Free","Social_Media","No","2","4","1"
161,27,45,441,126,27,0,"Desktop","Apparel","Free","Organic","No","2","4","1"
3686,51,96,18,164,7,7,"Mobile","Apparel","Premium","Organic","Yes","3","3","4"
3171,30,52,292,94,27,0,"Mobile","Apparel","Free","Paid_Ad","Yes","2","4","1"
3865,10,12,4,16,4,0,"Desktop","Books","Free","Paid_Ad","No","1","1","1"
2883,5,11,2,18,2,0,"Mobile","HomeGoods","Free","Social_Media","No","4","1","1"
3553,22,69,569,88,26,0,"Desktop","Books","Free","Social_Media","Yes","3","4","2"
55,39,62,654,123,17,1,"Mobile","Gaming","Basic","Organic","No","1","4","4"
210,48,64,14,185,5,5,"Tablet","Apparel","Basic","Organic","No","1","3","2"
1421,7,9,5,36,3,2,"Desktop","Electronics","Basic","Organic","No","1","1","2"
67,6,12,0,22,3,0,"Desktop","HomeGoods","Basic","Paid_Ad","Yes","4","1","2"
3664,2,14,0,9,4,1,"Mobile","Books","Basic","Referral","Yes","4","1","2"
3928,37,71,632,85,13,0,"Desktop","Books","Basic","Paid_Ad","No","1","4","1"
3290,16,38,162,114,6,2,"Mobile","Books","Free","Social_Media","No","2","2","1"
2305,41,28,434,78,14,0,"Mobile","Gaming","Free","Paid_Ad","No","2","4","1"
2016,29,124,11,189,13,7,"Tablet","HomeGoods","Basic","Organic","Yes","4","3","2"
2128,21,52,260,119,35,0,"Tablet","Books","Basic","Organic","No","1","4","2"
430,10,7,3,13,4,4,"Mobile","HomeGoods","Free","Social_Media","Yes","4","1","1"
1875,59,141,4,182,4,7,"Mobile","Electronics","Basic","Organic","Yes","3","3","2"
2688,9,10,3,9,3,3,"Desktop","Apparel","Premium","Referral","No","1","1","3"
2070,14,18,1,36,3,0,"Desktop","Books","Free","Organic","No","1","1","1"
2555,11,11,5,18,5,0,"Mobile","Apparel","Premium","Referral","Yes","4","1","4"
2752,63,50,26,113,4,3,"Desktop","Books","Free","Organic","Yes","1","3","2"
956,9,22,3,19,3,1,"Desktop","Gaming","Premium","Organic","Yes","3","1","4"
3976,43,39,388,117,34,0,"Mobile","Apparel","Basic","Referral","No","2","4","1"
2043,15,32,146,87,7,2,"Desktop","Books","Free","Social_Media","Yes","1","2","2"
2858,3,16,0,23,1,1,"Desktop","Electronics","Premium","Referral","Yes","3","1","4"
1063,23,57,107,96,18,1,"Tablet","Apparel","Premium","Organic","No","2","2","3"
572,2,14,1,26,4,1,"Mobile","HomeGoods","Basic","Referral","No","4","1","1"
2639,29,51,576,92,27,0,"Desktop","Books","Free","Referral","Yes","3","4","2"
3863,11,12,5,12,2,1,"Desktop","HomeGoods","Basic","Organic","No","1","1","2"
1229,7,6,0,28,2,0,"Mobile","Gaming","Basic","Referral","Yes","4","1","4"
728,22,46,654,72,21,0,"Mobile","Apparel","Free","Paid_Ad","No","2","4","1"
2828,30,111,0,139,1,4,"Desktop","Apparel","Premium","Paid_Ad","No","2","3","3"
3361,39,48,513,134,20,0,"Desktop","Apparel","Free","Paid_Ad","No","2","4","1"
1053,5,19,1,16,3,1,"Desktop","HomeGoods","Basic","Referral","No","4","1","2"
1050,5,7,2,19,2,1,"Mobile","Apparel","Free","Paid_Ad","No","2","1","1"
1265,30,59,272,155,27,0,"Desktop","Electronics","Premium","Referral","No","3","4","2"
1776,15,63,153,55,15,0,"Desktop","HomeGoods","Premium","Paid_Ad","No","2","2","1"
166,8,45,343,103,20,1,"Mobile","Electronics","Free","Organic","Yes","3","4","4"
359,25,55,154,71,11,2,"Desktop","Electronics","Basic","Paid_Ad","Yes","3","2","2"
3630,19,44,131,99,9,2,"Desktop","Apparel","Premium","Social_Media","Yes","3","2","3"
1239,8,11,3,20,2,0,"Mobile","Books","Basic","Paid_Ad","Yes","4","1","2"
921,9,13,0,22,3,1,"Tablet","Electronics","Basic","Organic","Yes","3","1","2"
1197,10,16,4,23,3,0,"Desktop","HomeGoods","Premium","Organic","Yes","3","1","2"
3364,7,12,1,39,3,2,"Desktop","Electronics","Free","Paid_Ad","Yes","3","1","2"
2427,22,112,5,86,5,2,"Mobile","Apparel","Premium","Organic","No","2","2","4"
3568,2,18,3,31,2,1,"Mobile","HomeGoods","Premium","Organic","No","4","1","4"
3825,9,11,3,16,2,1,"Desktop","Books","Basic","Organic","Yes","1","1","2"
3785,7,20,0,12,3,2,"Tablet","Gaming","Basic","Social_Media","Yes","4","1","3"
3307,20,47,429,122,24,0,"Mobile","Gaming","Premium","Paid_Ad","Yes","2","4","4"
3845,50,137,7,158,15,5,"Tablet","Books","Free","Organic","No","1","3","1"
1585,3,9,0,10,1,0,"Desktop","Books","Basic","Organic","No","1","1","2"
389,40,58,16,176,12,5,"Tablet","Books","Free","Referral","No","1","3","1"
831,56,92,19,172,5,2,"Mobile","HomeGoods","Basic","Organic","No","1","3","2"
3667,43,103,7,118,12,5,"Desktop","Electronics","Premium","Organic","Yes","3","3","4"
146,59,117,18,147,7,3,"Desktop","Electronics","Premium","Organic","No","3","3","4"
3608,41,59,602,81,19,0,"Desktop","HomeGoods","Premium","Organic","No","3","4","2"
3340,23,63,554,127,29,0,"Mobile","HomeGoods","Free","Referral","No","2","4","1"
2134,76,123,11,73,10,5,"Mobile","Electronics","Free","Social_Media","No","2","3","1"
3038,55,91,7,158,13,5,"Tablet","Electronics","Free","Social_Media","Yes","3","3","3"
3595,16,47,75,47,16,1,"Mobile","HomeGoods","Free","Social_Media","No","2","2","1"
3548,6,18,0,25,3,2,"Mobile","Apparel","Free","Paid_Ad","No","2","1","1"
3004,32,54,566,96,23,0,"Mobile","Electronics","Premium","Referral","Yes","3","4","4"
1311,71,46,15,113,6,2,"Desktop","HomeGoods","Free","Organic","Yes","3","3","2"
303,6,17,1,5,3,2,"Desktop","Electronics","Premium","Organic","Yes","3","1","2"
1006,28,48,94,63,18,1,"Mobile","Apparel","Free","Paid_Ad","No","2","2","1"
3175,24,33,146,83,25,1,"Mobile","HomeGoods","Basic","Organic","No","1","2","1"
3291,18,44,91,67,16,1,"Mobile","Apparel","Basic","Social_Media","Yes","4","2","3"
2965,35,86,918,126,26,0,"Tablet","Gaming","Basic","Organic","Yes","3","4","2"
231,39,70,533,90,39,0,"Desktop","Gaming","Basic","Organic","Yes","3","4","2"
1392,31,67,441,89,19,0,"Desktop","Electronics","Premium","Organic","No","3","4","2"
3893,33,35,76,69,17,3,"Mobile","Electronics","Premium","Social_Media","Yes","3","2","4"
3249,37,42,191,31,24,3,"Mobile","HomeGoods","Free","Paid_Ad","No","2","2","1"
647,19,58,353,122,8,1,"Desktop","Books","Basic","Organic","Yes","1","2","2"
