"UserID","DeviceType","PreferredContentCategory","SubscriptionPlan","UserOrigin","FeedbackGiven"
3078,"Mobile","Electronics","Basic","Referral","Yes"
566,"Desktop","Books","Basic","Social_Media","Yes"
482,"Mobile","HomeGoods","Premium","Paid_Ad","Yes"
2570,"Mobile","Apparel","Free","Paid_Ad","No"
3990,"Tablet","Electronics","Premium","Referral","No"
3848,"Mobile","Apparel","Free","Organic","No"
1403,"Mobile","Electronics","Free","Paid_Ad","No"
610,"Mobile","Electronics","Premium","Referral","Yes"
1964,"Mobile","Gaming","Premium","Paid_Ad","Yes"
969,"Mobile","Gaming","Free","Social_Media","No"
3168,"Desktop","Electronics","Premium","Paid_Ad","Yes"
2245,"Mobile","Apparel","Free","Referral","No"
2201,"Tablet","Electronics","Premium","Social_Media","Yes"
3236,"Desktop","Gaming","Free","Paid_Ad","No"
90,"Tablet","Gaming","Basic","Paid_Ad","Yes"
996,"Tablet","HomeGoods","Premium","Social_Media","No"
3154,"Tablet","Books","Basic","Organic","No"
1113,"Mobile","Electronics","Basic","Social_Media","Yes"
2637,"Desktop","Electronics","Premium","Organic","No"
402,"Mobile","Books","Basic","Referral","No"
1005,"Desktop","Apparel","Basic","Organic","Yes"
463,"Tablet","HomeGoods","Basic","Social_Media","No"
3075,"Mobile","Books","Premium","Organic","No"
1536,"Desktop","Books","Free","Organic","No"
3362,"Mobile","Electronics","Premium","Social_Media","Yes"
3303,"Desktop","HomeGoods","Premium","Referral","Yes"
352,"Desktop","Gaming","Premium","Organic","No"
2329,"Mobile","Books","Basic","Referral","Yes"
3019,"Desktop","Electronics","Premium","Paid_Ad","No"
959,"Mobile","Gaming","Basic","Paid_Ad","Yes"
1221,"Desktop","Gaming","Premium","Organic","Yes"
3932,"Mobile","Gaming","Free","Organic","Yes"
3449,"Desktop","Apparel","Free","Paid_Ad","No"
3022,"Desktop","HomeGoods","Basic","Organic","No"
2350,"Desktop","Gaming","Basic","Organic","Yes"
3887,"Desktop","Electronics","Premium","Social_Media","Yes"
754,"Desktop","Books","Premium","Referral","No"
1888,"Tablet","Apparel","Basic","Referral","Yes"
1942,"Mobile","Apparel","Free","Paid_Ad","No"
2561,"Desktop","Apparel","Free","Paid_Ad","No"
1620,"Tablet","Apparel","Premium","Social_Media","Yes"
2395,"Mobile","Apparel","Premium","Paid_Ad","No"
1033,"Tablet","Gaming","Free","Social_Media","No"
3268,"Mobile","HomeGoods","Free","Organic","Yes"
321,"Tablet","Books","Premium","Organic","No"
339,"Desktop","HomeGoods","Premium","Social_Media","No"
1604,"Mobile","Apparel","Free","Referral","Yes"
2374,"Mobile","Books","Basic","Social_Media","No"
678,"Desktop","Electronics","Basic","Referral","Yes"
317,"Mobile","HomeGoods","Premium","Paid_Ad","No"
1355,"Desktop","Electronics","Premium","Referral","Yes"
3831,"Tablet","Electronics","Basic","Organic","Yes"
761,"Mobile","Apparel","Free","Social_Media","No"
1301,"Mobile","Electronics","Free","Organic","No"
3489,"Mobile","Gaming","Premium","Referral","No"
981,"Desktop","HomeGoods","Premium","Paid_Ad","No"
2557,"Mobile","Apparel","Basic","Social_Media","Yes"
1878,"Desktop","HomeGoods","Premium","Referral","No"
2705,"Mobile","HomeGoods","Basic","Organic","Yes"
2713,"Desktop","Apparel","Premium","Referral","No"
3358,"Mobile","HomeGoods","Premium","Referral","Yes"
3714,"Desktop","Electronics","Premium","Referral","Yes"
709,"Mobile","Gaming","Basic","Organic","No"
1571,"Desktop","HomeGoods","Basic","Paid_Ad","No"
3857,"Mobile","Books","Basic","Organic","Yes"
2868,"Mobile","Electronics","Basic","Social_Media","Yes"
1260,"Desktop","Gaming","Premium","Organic","No"
568,"Mobile","Apparel","Free","Social_Media","No"
3925,"Mobile","Electronics","Premium","Referral","No"
1228,"Mobile","Gaming","Free","Organic","Yes"
1001,"Desktop","Electronics","Premium","Referral","Yes"
3565,"Desktop","Apparel","Basic","Social_Media","Yes"
1075,"Mobile","Apparel","Basic","Paid_Ad","No"
3004,"Mobile","Electronics","Premium","Referral","Yes"
2505,"Mobile","Gaming","Basic","Paid_Ad","No"
3752,"Tablet","Apparel","Free","Organic","No"
607,"Mobile","Electronics","Premium","Referral","No"
3417,"Mobile","HomeGoods","Basic","Social_Media","Yes"
1166,"Desktop","HomeGoods","Free","Referral","No"
2264,"Tablet","Books","Free","Referral","No"
3186,"Desktop","HomeGoods","Basic","Organic","Yes"
3535,"Mobile","Apparel","Free","Social_Media","No"
2169,"Tablet","Books","Basic","Organic","Yes"
2159,"Mobile","Books","Basic","Paid_Ad","No"
832,"Mobile","Electronics","Basic","Social_Media","No"
3003,"Mobile","Electronics","Premium","Paid_Ad","No"
3036,"Mobile","Gaming","Basic","Referral","Yes"
2657,"Tablet","Apparel","Basic","Organic","No"
3412,"Desktop","Apparel","Free","Paid_Ad","Yes"
2138,"Desktop","HomeGoods","Free","Referral","Yes"
1740,"Mobile","Electronics","Free","Paid_Ad","No"
2879,"Desktop","Apparel","Free","Referral","No"
3051,"Desktop","HomeGoods","Free","Referral","No"
3132,"Mobile","Electronics","Basic","Referral","Yes"
2839,"Mobile","Apparel","Basic","Social_Media","No"
2673,"Desktop","HomeGoods","Premium","Organic","No"
1638,"Desktop","Electronics","Premium","Referral","No"
2178,"Mobile","HomeGoods","Free","Referral","No"
2769,"Desktop","Electronics","Basic","Referral","No"
195,"Mobile","HomeGoods","Premium","Social_Media","Yes"
282,"Mobile","Apparel","Premium","Referral","Yes"
2955,"Mobile","Gaming","Free","Organic","Yes"
2515,"Mobile","Electronics","Basic","Paid_Ad","No"
2581,"Desktop","HomeGoods","Basic","Organic","Yes"
515,"Mobile","Apparel","Premium","Organic","No"
3782,"Tablet","Electronics","Basic","Social_Media","No"
1003,"Desktop","Books","Free","Social_Media","No"
1668,"Desktop","Apparel","Free","Referral","Yes"
387,"Desktop","Electronics","Premium","Social_Media","No"
2687,"Desktop","Electronics","Premium","Paid_Ad","No"
3276,"Tablet","HomeGoods","Free","Referral","No"
266,"Desktop","Electronics","Basic","Organic","No"
2916,"Mobile","Electronics","Premium","Paid_Ad","No"
830,"Tablet","HomeGoods","Basic","Referral","No"
3710,"Mobile","Books","Basic","Organic","No"
1996,"Mobile","Apparel","Free","Paid_Ad","No"
939,"Mobile","Apparel","Premium","Paid_Ad","No"
1862,"Tablet","Books","Basic","Referral","Yes"
2917,"Tablet","Books","Free","Organic","No"
1437,"Tablet","Electronics","Premium","Paid_Ad","No"
1896,"Mobile","Apparel","Free","Organic","No"
548,"Desktop","Electronics","Premium","Organic","No"
3575,"Mobile","HomeGoods","Free","Social_Media","No"
2047,"Mobile","Books","Free","Organic","No"
2594,"Mobile","Books","Basic","Paid_Ad","Yes"
1320,"Desktop","Apparel","Premium","Organic","Yes"
1323,"Mobile","Gaming","Premium","Referral","No"
2445,"Mobile","Electronics","Free","Referral","Yes"
1679,"Mobile","Electronics","Basic","Paid_Ad","Yes"
1108,"Mobile","HomeGoods","Basic","Paid_Ad","Yes"
2342,"Mobile","HomeGoods","Free","Organic","No"
2096,"Mobile","Apparel","Premium","Organic","No"
3086,"Tablet","Electronics","Basic","Organic","No"
1306,"Mobile","HomeGoods","Premium","Organic","No"
277,"Mobile","HomeGoods","Free","Social_Media","No"
3487,"Mobile","Books","Premium","Social_Media","Yes"
1911,"Tablet","Electronics","Free","Organic","No"
3500,"Mobile","Electronics","Basic","Organic","No"
1021,"Mobile","Books","Free","Referral","Yes"
1929,"Desktop","Electronics","Premium","Paid_Ad","Yes"
2628,"Tablet","HomeGoods","Premium","Organic","Yes"
511,"Desktop","Books","Basic","Social_Media","Yes"
2767,"Desktop","Books","Free","Organic","No"
3918,"Desktop","Gaming","Basic","Organic","Yes"
2167,"Mobile","Gaming","Basic","Paid_Ad","Yes"
683,"Mobile","Books","Free","Organic","No"
2188,"Mobile","HomeGoods","Premium","Social_Media","No"
1578,"Mobile","HomeGoods","Basic","Paid_Ad","Yes"
3984,"Tablet","Apparel","Free","Paid_Ad","No"
1160,"Mobile","Books","Basic","Paid_Ad","No"
1378,"Mobile","Gaming","Free","Paid_Ad","Yes"
3202,"Desktop","Electronics","Basic","Organic","Yes"
129,"Mobile","Books","Basic","Social_Media","Yes"
3057,"Desktop","Apparel","Premium","Paid_Ad","Yes"
2615,"Mobile","Apparel","Free","Referral","Yes"
1987,"Desktop","Gaming","Free","Paid_Ad","Yes"
659,"Desktop","HomeGoods","Free","Referral","No"
3102,"Mobile","Books","Basic","Paid_Ad","No"
1968,"Mobile","Apparel","Premium","Organic","Yes"
3665,"Desktop","Apparel","Basic","Organic","Yes"
930,"Desktop","HomeGoods","Free","Referral","Yes"
130,"Mobile","HomeGoods","Free","Paid_Ad","No"
526,"Desktop","Books","Basic","Organic","Yes"
1280,"Mobile","Books","Basic","Paid_Ad","No"
2210,"Mobile","Apparel","Basic","Paid_Ad","Yes"
2759,"Mobile","Gaming","Premium","Organic","No"
2203,"Desktop","Gaming","Free","Referral","No"
3432,"Desktop","Electronics","Premium","Organic","Yes"
2802,"Mobile","HomeGoods","Basic","Referral","Yes"
2413,"Desktop","HomeGoods","Free","Organic","No"
3311,"Mobile","Electronics","Premium","Social_Media","No"
2405,"Desktop","Books","Free","Organic","No"
2314,"Desktop","Apparel","Free","Social_Media","No"
1052,"Desktop","Electronics","Basic","Organic","Yes"
313,"Desktop","Gaming","Basic","Organic","No"
1538,"Mobile","Electronics","Free","Paid_Ad","No"
2801,"Mobile","Gaming","Free","Referral","Yes"
2328,"Tablet","Electronics","Basic","Organic","No"
3090,"Desktop","Books","Premium","Referral","Yes"
3985,"Tablet","Apparel","Free","Paid_Ad","No"
3941,"Desktop","Gaming","Free","Paid_Ad","No"
3995,"Mobile","HomeGoods","Free","Organic","No"
1671,"Desktop","Gaming","Free","Organic","No"
838,"Mobile","HomeGoods","Free","Paid_Ad","No"
1794,"Desktop","HomeGoods","Free","Organic","Yes"
2219,"Desktop","Electronics","Basic","Organic","Yes"
157,"Mobile","HomeGoods","Free","Organic","No"
3986,"Desktop","Books","Free","Referral","No"
77,"Mobile","Gaming","Premium","Social_Media","No"
2536,"Mobile","Books","Basic","Organic","No"
293,"Mobile","Electronics","Basic","Organic","No"
3357,"Desktop","Apparel","Basic","Paid_Ad","Yes"
780,"Mobile","Apparel","Free","Social_Media","No"
1029,"Desktop","Gaming","Basic","Organic","No"
1676,"Mobile","Apparel","Basic","Referral","No"
4,"Desktop","Electronics","Premium","Referral","No"
1234,"Desktop","Electronics","Basic","Organic","Yes"
126,"Mobile","Electronics","Basic","Paid_Ad","Yes"
3442,"Tablet","HomeGoods","Basic","Organic","No"
3594,"Desktop","Books","Free","Organic","No"
123,"Desktop","Books","Basic","Social_Media","No"
2993,"Desktop","Books","Free","Organic","No"
3279,"Mobile","Books","Basic","Paid_Ad","No"
507,"Mobile","Electronics","Basic","Paid_Ad","No"
2031,"Desktop","Electronics","Basic","Referral","Yes"
1994,"Desktop","Apparel","Free","Referral","No"
848,"Mobile","Apparel","Basic","Organic","No"
3462,"Mobile","Books","Basic","Referral","Yes"
1843,"Tablet","Books","Free","Paid_Ad","No"
1928,"Desktop","Electronics","Basic","Organic","No"
1065,"Desktop","HomeGoods","Basic","Social_Media","Yes"
175,"Desktop","Electronics","Premium","Referral","No"
3927,"Mobile","Books","Premium","Social_Media","Yes"
2907,"Mobile","HomeGoods","Premium","Organic","No"
1613,"Desktop","Apparel","Free","Organic","Yes"
445,"Mobile","Books","Basic","Paid_Ad","No"
2827,"Tablet","Electronics","Basic","Social_Media","Yes"
2253,"Mobile","Electronics","Premium","Referral","Yes"
83,"Mobile","Electronics","Premium","Paid_Ad","Yes"
3295,"Mobile","Electronics","Premium","Paid_Ad","Yes"
3600,"Tablet","Apparel","Premium","Organic","No"
2100,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
3947,"Mobile","Electronics","Premium","Organic","Yes"
2322,"Mobile","HomeGoods","Basic","Social_Media","Yes"
1154,"Desktop","Gaming","Premium","Organic","No"
2450,"Desktop","HomeGoods","Premium","Paid_Ad","Yes"
477,"Mobile","Electronics","Premium","Organic","No"
2867,"Desktop","Electronics","Premium","Organic","No"
3185,"Desktop","Electronics","Premium","Referral","No"
565,"Desktop","Electronics","Premium","Organic","No"
3917,"Mobile","Books","Premium","Paid_Ad","Yes"
3117,"Tablet","Books","Basic","Social_Media","No"
722,"Desktop","Electronics","Basic","Referral","Yes"
1521,"Mobile","HomeGoods","Free","Referral","Yes"
2530,"Tablet","HomeGoods","Premium","Organic","Yes"
2553,"Desktop","Books","Basic","Organic","Yes"
3349,"Mobile","Gaming","Free","Paid_Ad","No"
3880,"Mobile","HomeGoods","Premium","Organic","Yes"
1076,"Mobile","Apparel","Free","Referral","Yes"
429,"Mobile","Apparel","Basic","Organic","Yes"
141,"Mobile","Books","Basic","Organic","Yes"
1466,"Mobile","HomeGoods","Free","Social_Media","No"
2666,"Mobile","Books","Basic","Paid_Ad","No"
3456,"Mobile","HomeGoods","Premium","Social_Media","Yes"
405,"Mobile","Books","Basic","Organic","No"
2991,"Desktop","Electronics","Basic","Referral","No"
3312,"Mobile","Electronics","Basic","Referral","No"
2129,"Mobile","Gaming","Basic","Organic","No"
3542,"Mobile","Apparel","Premium","Organic","Yes"
2229,"Mobile","Apparel","Free","Social_Media","No"
1782,"Mobile","HomeGoods","Basic","Paid_Ad","No"
2848,"Desktop","HomeGoods","Premium","Organic","No"
249,"Desktop","Electronics","Premium","Paid_Ad","No"
3239,"Tablet","HomeGoods","Free","Paid_Ad","No"
3618,"Tablet","Apparel","Premium","Paid_Ad","Yes"
800,"Desktop","HomeGoods","Basic","Referral","Yes"
3285,"Desktop","Books","Basic","Organic","Yes"
2694,"Desktop","Books","Free","Social_Media","Yes"
3762,"Desktop","Electronics","Premium","Social_Media","Yes"
420,"Desktop","Books","Premium","Referral","No"
1067,"Mobile","HomeGoods","Premium","Organic","No"
106,"Desktop","Gaming","Premium","Social_Media","Yes"
152,"Mobile","Electronics","Premium","Paid_Ad","No"
3961,"Mobile","Gaming","Basic","Organic","Yes"
1206,"Mobile","Electronics","Basic","Referral","Yes"
1661,"Mobile","HomeGoods","Basic","Paid_Ad","Yes"
990,"Mobile","Electronics","Premium","Social_Media","Yes"
301,"Mobile","Electronics","Basic","Social_Media","Yes"
2544,"Mobile","Books","Free","Organic","No"
2022,"Desktop","Gaming","Basic","Social_Media","No"
1217,"Mobile","Electronics","Premium","Organic","No"
672,"Mobile","Electronics","Premium","Referral","Yes"
3056,"Tablet","Apparel","Free","Paid_Ad","Yes"
3983,"Desktop","Books","Basic","Referral","Yes"
2472,"Desktop","Gaming","Free","Social_Media","Yes"
2166,"Desktop","Gaming","Basic","Referral","No"
1884,"Mobile","Electronics","Premium","Referral","No"
2200,"Desktop","Electronics","Basic","Organic","Yes"
12,"Mobile","Apparel","Premium","Paid_Ad","No"
1935,"Mobile","Books","Premium","Organic","Yes"
2635,"Desktop","Books","Basic","Referral","Yes"
2312,"Desktop","Gaming","Premium","Organic","No"
2517,"Tablet","Apparel","Premium","Paid_Ad","Yes"
1392,"Desktop","Electronics","Premium","Organic","No"
3278,"Tablet","Gaming","Basic","Organic","Yes"
1296,"Mobile","Gaming","Basic","Social_Media","No"
2499,"Desktop","HomeGoods","Free","Paid_Ad","No"
330,"Tablet","HomeGoods","Free","Referral","No"
2532,"Mobile","Electronics","Premium","Referral","No"
273,"Mobile","HomeGoods","Basic","Social_Media","No"
3885,"Mobile","Electronics","Free","Referral","No"
1681,"Mobile","Apparel","Free","Organic","No"
3824,"Desktop","HomeGoods","Free","Paid_Ad","Yes"
2281,"Desktop","Electronics","Basic","Paid_Ad","No"
1747,"Mobile","HomeGoods","Free","Social_Media","No"
3013,"Desktop","Books","Premium","Referral","No"
1826,"Desktop","Apparel","Free","Paid_Ad","No"
2564,"Tablet","Apparel","Basic","Social_Media","No"
2669,"Mobile","Electronics","Basic","Paid_Ad","No"
2386,"Tablet","HomeGoods","Basic","Referral","No"
2942,"Mobile","Apparel","Basic","Organic","No"
2858,"Desktop","Electronics","Premium","Referral","Yes"
865,"Desktop","Electronics","Basic","Paid_Ad","No"
31,"Mobile","Books","Premium","Referral","Yes"
3209,"Mobile","Electronics","Premium","Organic","Yes"
3970,"Desktop","Gaming","Basic","Organic","No"
3363,"Mobile","Books","Free","Paid_Ad","Yes"
3142,"Desktop","Apparel","Basic","Organic","No"
3360,"Desktop","HomeGoods","Free","Referral","No"
3468,"Desktop","Gaming","Premium","Referral","No"
2958,"Mobile","Apparel","Free","Social_Media","No"
1019,"Desktop","Electronics","Premium","Paid_Ad","No"
1321,"Mobile","Gaming","Free","Organic","No"
1483,"Desktop","Books","Premium","Paid_Ad","Yes"
3370,"Desktop","Apparel","Basic","Organic","Yes"
1540,"Desktop","Books","Premium","Organic","No"
2549,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
3233,"Tablet","Apparel","Free","Paid_Ad","No"
713,"Desktop","Gaming","Premium","Referral","No"
1373,"Desktop","Gaming","Free","Organic","Yes"
2969,"Mobile","Gaming","Basic","Social_Media","Yes"
1745,"Tablet","Books","Free","Paid_Ad","No"
2147,"Desktop","Gaming","Premium","Paid_Ad","No"
2535,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
688,"Desktop","Apparel","Basic","Organic","Yes"
868,"Mobile","Books","Free","Paid_Ad","No"
1507,"Desktop","Electronics","Free","Organic","Yes"
588,"Tablet","Electronics","Premium","Paid_Ad","Yes"
1986,"Mobile","Electronics","Basic","Referral","No"
2627,"Mobile","Electronics","Basic","Referral","No"
2667,"Mobile","HomeGoods","Basic","Organic","No"
1232,"Mobile","Apparel","Free","Referral","No"
1951,"Mobile","Apparel","Basic","Referral","Yes"
386,"Desktop","Electronics","Basic","Referral","Yes"
757,"Mobile","HomeGoods","Premium","Referral","Yes"
2104,"Mobile","HomeGoods","Premium","Social_Media","Yes"
612,"Mobile","Electronics","Premium","Organic","No"
3328,"Mobile","Apparel","Basic","Social_Media","No"
601,"Mobile","Apparel","Free","Paid_Ad","No"
3702,"Mobile","Gaming","Premium","Referral","No"
2983,"Mobile","HomeGoods","Free","Referral","No"
2171,"Desktop","Gaming","Free","Organic","Yes"
2807,"Mobile","Books","Premium","Referral","No"
2161,"Desktop","Gaming","Basic","Organic","Yes"
3136,"Mobile","HomeGoods","Free","Organic","No"
3144,"Desktop","Books","Free","Organic","Yes"
1674,"Desktop","Electronics","Free","Organic","No"
1315,"Desktop","HomeGoods","Basic","Organic","Yes"
1852,"Tablet","Books","Premium","Referral","Yes"
1419,"Mobile","Electronics","Premium","Paid_Ad","No"
3650,"Desktop","Electronics","Premium","Referral","Yes"
3621,"Desktop","Electronics","Basic","Social_Media","No"
1079,"Tablet","HomeGoods","Basic","Paid_Ad","Yes"
1724,"Tablet","Electronics","Free","Paid_Ad","No"
3366,"Desktop","Books","Basic","Referral","No"
1297,"Mobile","Gaming","Premium","Referral","Yes"
3899,"Desktop","HomeGoods","Free","Social_Media","No"
2430,"Mobile","Apparel","Basic","Organic","No"
3127,"Mobile","Apparel","Premium","Referral","Yes"
2046,"Mobile","Electronics","Basic","Social_Media","No"
2079,"Mobile","Electronics","Free","Referral","Yes"
1515,"Desktop","Apparel","Basic","Social_Media","No"
2442,"Mobile","Books","Premium","Referral","Yes"
3399,"Desktop","Electronics","Basic","Social_Media","Yes"
1070,"Desktop","Books","Basic","Paid_Ad","Yes"
1201,"Mobile","Books","Premium","Organic","No"
3895,"Desktop","Electronics","Premium","Referral","Yes"
1549,"Desktop","Electronics","Basic","Organic","No"
1035,"Mobile","HomeGoods","Free","Referral","No"
1293,"Desktop","HomeGoods","Premium","Organic","Yes"
1735,"Mobile","Electronics","Premium","Organic","No"
3201,"Mobile","HomeGoods","Basic","Organic","No"
3296,"Desktop","HomeGoods","Free","Referral","No"
1365,"Desktop","HomeGoods","Free","Organic","Yes"
3658,"Tablet","Gaming","Free","Organic","No"
2195,"Desktop","Apparel","Free","Paid_Ad","No"
2944,"Mobile","Books","Premium","Organic","No"
590,"Mobile","HomeGoods","Premium","Referral","Yes"
3401,"Desktop","HomeGoods","Premium","Social_Media","Yes"
359,"Desktop","Electronics","Basic","Paid_Ad","Yes"
2719,"Tablet","HomeGoods","Premium","Organic","Yes"
1806,"Mobile","HomeGoods","Basic","Referral","No"
1304,"Tablet","Books","Basic","Organic","Yes"
3780,"Desktop","Apparel","Basic","Referral","No"
215,"Mobile","Books","Basic","Paid_Ad","No"
2080,"Mobile","Electronics","Free","Paid_Ad","No"
1998,"Desktop","Gaming","Basic","Social_Media","No"
615,"Mobile","Apparel","Free","Organic","No"
1151,"Mobile","HomeGoods","Free","Paid_Ad","No"
2822,"Desktop","Books","Basic","Referral","No"
450,"Tablet","Gaming","Premium","Referral","No"
341,"Mobile","Electronics","Free","Paid_Ad","No"
223,"Tablet","Electronics","Free","Social_Media","Yes"
3027,"Mobile","Apparel","Free","Referral","No"
942,"Mobile","Gaming","Premium","Referral","No"
1404,"Desktop","Electronics","Basic","Organic","Yes"
1528,"Mobile","HomeGoods","Free","Paid_Ad","No"
20,"Desktop","HomeGoods","Basic","Organic","Yes"
3646,"Mobile","Apparel","Free","Paid_Ad","No"
1009,"Mobile","Apparel","Free","Organic","No"
2817,"Tablet","HomeGoods","Premium","Organic","Yes"
1430,"Tablet","Books","Free","Organic","No"
3113,"Mobile","Electronics","Free","Organic","No"
2901,"Mobile","HomeGoods","Basic","Referral","Yes"
1769,"Mobile","Books","Premium","Paid_Ad","No"
2117,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
275,"Tablet","Electronics","Basic","Paid_Ad","No"
3548,"Mobile","Apparel","Free","Paid_Ad","No"
944,"Desktop","Books","Free","Referral","Yes"
122,"Mobile","Apparel","Premium","Social_Media","Yes"
198,"Desktop","Electronics","Basic","Organic","Yes"
3054,"Mobile","Books","Basic","Social_Media","No"
733,"Tablet","Electronics","Basic","Organic","Yes"
2984,"Tablet","HomeGoods","Premium","Social_Media","Yes"
1713,"Desktop","HomeGoods","Free","Referral","No"
1491,"Desktop","Electronics","Basic","Organic","Yes"
887,"Mobile","Apparel","Premium","Referral","Yes"
1983,"Desktop","HomeGoods","Basic","Referral","No"
237,"Desktop","Apparel","Basic","Paid_Ad","No"
1237,"Mobile","Apparel","Basic","Organic","No"
2518,"Mobile","HomeGoods","Basic","Organic","No"
2343,"Mobile","Books","Free","Referral","No"
1568,"Mobile","Apparel","Free","Paid_Ad","No"
187,"Desktop","Electronics","Basic","Paid_Ad","No"
2202,"Mobile","Apparel","Free","Referral","No"
814,"Mobile","Apparel","Basic","Paid_Ad","Yes"
58,"Mobile","Apparel","Basic","Referral","Yes"
1761,"Desktop","HomeGoods","Basic","Referral","Yes"
1999,"Mobile","Electronics","Basic","Organic","Yes"
379,"Desktop","Electronics","Premium","Organic","Yes"
2510,"Mobile","Apparel","Basic","Referral","Yes"
373,"Desktop","Gaming","Premium","Organic","Yes"
436,"Desktop","Books","Premium","Organic","No"
1241,"Mobile","HomeGoods","Free","Paid_Ad","No"
711,"Mobile","HomeGoods","Premium","Social_Media","Yes"
2513,"Desktop","Gaming","Basic","Paid_Ad","No"
2072,"Desktop","Apparel","Premium","Referral","No"
1992,"Desktop","Books","Basic","Social_Media","Yes"
3514,"Mobile","Books","Basic","Paid_Ad","Yes"
2189,"Mobile","HomeGoods","Free","Referral","No"
1452,"Tablet","Books","Free","Organic","Yes"
929,"Mobile","Gaming","Premium","Referral","Yes"
253,"Tablet","Books","Basic","Referral","Yes"
1432,"Desktop","HomeGoods","Basic","Organic","No"
1988,"Desktop","Electronics","Premium","Organic","Yes"
2321,"Mobile","Apparel","Free","Organic","No"
3386,"Desktop","Electronics","Premium","Referral","No"
3039,"Mobile","Gaming","Premium","Organic","No"
530,"Desktop","Gaming","Free","Referral","Yes"
2331,"Desktop","Books","Free","Social_Media","No"
1557,"Mobile","HomeGoods","Basic","Organic","No"
2939,"Mobile","HomeGoods","Basic","Paid_Ad","Yes"
2099,"Desktop","Books","Basic","Paid_Ad","No"
1099,"Mobile","Electronics","Free","Social_Media","No"
3226,"Desktop","Books","Free","Referral","Yes"
457,"Desktop","Electronics","Basic","Paid_Ad","Yes"
3586,"Desktop","HomeGoods","Basic","Organic","Yes"
1677,"Mobile","Electronics","Basic","Organic","No"
388,"Mobile","Apparel","Premium","Paid_Ad","Yes"
3969,"Desktop","Apparel","Free","Organic","Yes"
1865,"Mobile","HomeGoods","Free","Organic","Yes"
701,"Desktop","Electronics","Premium","Organic","No"
79,"Desktop","Apparel","Basic","Referral","No"
770,"Mobile","Gaming","Free","Paid_Ad","Yes"
473,"Desktop","Apparel","Free","Paid_Ad","No"
1169,"Mobile","HomeGoods","Free","Referral","No"
486,"Mobile","Electronics","Basic","Organic","Yes"
1602,"Mobile","Books","Premium","Organic","No"
2074,"Mobile","Apparel","Free","Organic","No"
1562,"Mobile","Gaming","Basic","Social_Media","Yes"
559,"Mobile","Apparel","Free","Organic","Yes"
2180,"Desktop","Electronics","Basic","Social_Media","No"
3679,"Desktop","Electronics","Basic","Paid_Ad","Yes"
2372,"Mobile","HomeGoods","Free","Paid_Ad","No"
3726,"Desktop","Electronics","Premium","Organic","Yes"
2671,"Mobile","Gaming","Premium","Organic","No"
1694,"Desktop","Apparel","Basic","Referral","Yes"
2433,"Mobile","Apparel","Free","Organic","No"
3957,"Mobile","Apparel","Basic","Organic","No"
1004,"Tablet","Books","Basic","Paid_Ad","Yes"
498,"Mobile","Apparel","Free","Organic","No"
586,"Mobile","Gaming","Basic","Paid_Ad","Yes"
3269,"Mobile","HomeGoods","Free","Organic","No"
1424,"Mobile","HomeGoods","Free","Organic","Yes"
1266,"Desktop","Gaming","Premium","Organic","Yes"
731,"Desktop","HomeGoods","Free","Paid_Ad","Yes"
3913,"Mobile","HomeGoods","Free","Referral","Yes"
3262,"Desktop","Books","Basic","Organic","Yes"
443,"Tablet","Electronics","Premium","Organic","Yes"
2185,"Desktop","Apparel","Basic","Social_Media","Yes"
3387,"Desktop","Books","Basic","Paid_Ad","No"
716,"Tablet","HomeGoods","Premium","Social_Media","No"
3378,"Mobile","Gaming","Free","Referral","No"
147,"Desktop","Electronics","Basic","Organic","Yes"
107,"Tablet","Gaming","Basic","Organic","Yes"
2919,"Desktop","Books","Premium","Referral","No"
75,"Desktop","HomeGoods","Basic","Social_Media","No"
1,"Desktop","Books","Free","Referral","No"
1518,"Mobile","Gaming","Premium","Organic","Yes"
1780,"Mobile","Gaming","Premium","Referral","No"
478,"Desktop","HomeGoods","Premium","Social_Media","Yes"
3971,"Mobile","HomeGoods","Basic","Organic","Yes"
1345,"Desktop","Apparel","Free","Paid_Ad","No"
1957,"Mobile","HomeGoods","Premium","Organic","Yes"
3112,"Desktop","HomeGoods","Basic","Referral","No"
1743,"Desktop","Books","Premium","Paid_Ad","Yes"
3883,"Mobile","Books","Premium","Paid_Ad","No"
3847,"Desktop","Apparel","Free","Paid_Ad","No"
876,"Tablet","Gaming","Free","Organic","Yes"
1907,"Mobile","Electronics","Premium","Paid_Ad","No"
3248,"Desktop","Gaming","Basic","Social_Media","Yes"
3094,"Mobile","Apparel","Basic","Paid_Ad","No"
3855,"Tablet","Electronics","Premium","Organic","No"
1468,"Desktop","Books","Premium","Organic","No"
1729,"Mobile","Books","Premium","Organic","No"
1970,"Mobile","HomeGoods","Free","Paid_Ad","No"
3741,"Mobile","Electronics","Basic","Paid_Ad","No"
376,"Tablet","Electronics","Free","Organic","Yes"
1818,"Desktop","Books","Free","Organic","No"
2586,"Tablet","Books","Premium","Organic","Yes"
2597,"Desktop","Electronics","Basic","Paid_Ad","Yes"
784,"Desktop","HomeGoods","Basic","Organic","No"
